remark,context_label
"No. Let's go to one. One issue they say is terrible, the Government and Treasury and let's face it, these days quite often Treasury just says what the Government wants them to say but let's go further. One of the rorts we want to shut down, did you know that if you want to deduct millions off your tax, you get your accountant to do it. Did you know you can also claim as a tax deduction the hundreds of thousands dollars you give to your accountant to deduct millions out of the tax system, you can even claim what you pay the Government as a tax deduction. Most Australians won't access the system.",shorten
"The fact that bank said this tells me a couple of things.  It tells me the biggest drop in housing prices has happened under the Coalition Government. I give points to the Coalition Government. They want to bag Labor for policies that are not even in when they are presiding over the drop-in prices right now. They were asleep at the wheel when the banks were carrying on like the rules didn't apply to them. Now they have got the regulators all over them, but the point is we have had a government that has presided over an unethical banking sector, remember they voted 26 times against the banking royal commission. When it comes to the housing market lets nail a couple of facts into the ground.",shorten
There will be no change to existing investors.,shorten
"No, that's right. Someone's got to have the courage to stand up for the next generation, that's what we will do.",shorten
"Listen, people ask politicians, they seek this campaigning. Our view on coal is clear. Let me restate it for the record: Coal and our gas are important industries going forward. They are important to our exports and that will be part of our energy mix, but I am going to take real action on climate change. This country has been broken politically for a decade because we haven't been able to move forward and take real action on climate change. The biggest reason why households this morning are paying higher energy bills is because there is no energy policy. Thirteen energy policies from the government we need real action to hand on a better deal to our kids and to reduce power prices for our family and our businesses.",shorten
It is up to them.,shorten
"If you want to talk about bullying, how about that LNP trying to threaten Melissa Price's job?",shorten
"No, I’ll tell you what my Labor colleagues they are adults, they can sign or not. Doesn't change our policy and our policy is as simple as this, we get that fossil fuel and coal is important to export and power generation but I promise Australian who are fed up with the dysfunction and disunity of the Government on climate change we need to act. We need to embrace the future, renewable energy will help lower energy prices and that is the direction we are heading in. No pressure from the Government or conservative media is going to deter us. We're not going to sell-out our kids because we're afraid of the right wing of the Liberal Party.",shorten
Look forward to talking.,shorten
"Hope so, see you.",shorten
"Yeah well, there is a way to go, things close up. But what I'm going to do is focus on the people. I happened to catch the tail end of the other fellow's interview and it's all pretty negative, and I suppose if you've run out of ideas that's where you go. We have got a positive plan for the future of Australia. I think Australia is over the fact that we can't take action on climate change and that our energy prices have gone up. They want to hear what we are going to do to help get wages moving. They want to know we can properly fund our hospitals and our schools. And today, I've been at the market here at Flemington. This is a fantastic market. It is the centre of the cut-flower industry in Australia, Mother's Day is coming up, lots of growers and I've also been over to the growers shed with the fruit and veggies - a lot of small businesses here and I think they were interested to hear our ideas to help small business as opposed to big business.",shorten
The Liberals are lying about tax. I don't want to talk too much about it. That's just a bucket of lies. Whenever Labor closes a tax loophole the Liberals call it a tax increase. Whenever we stop unsustainable subsidies –,shorten
"They are not correct. There you go, short answer too.",shorten
"Oh no. Listen, you and I know that, and more importantly Australians know, this is a Government who is going to run on fear and negativity. For me it's a choice. Do we want to spend tax subsidies giving property investors their tenth investment property or pay accountants a million dollars to minimise your tax and then let the very rich claim their payment they made to the accountant as well as minimising their tax, or do we want to spend the money on making sure that when you are in the fight of your life with the big C, cancer, that we help you with your out of pocket costs? It's a question of priorities. This government want to give away our taxes to the top end of town. We want to see taxes spent on education and hospitals. At the end of the day, Deb, we can over-complicate politics. It doesn't matter if you are in the market here, or on the farms where the produce is being grown or in the middle of our big cities, the mums and dads wondering what to do with their kids on school holidays, it's the same thing. It's about family and it’s about health. If your family is ok, and your health is ok then everything else is a possibility. So we are prioritising cost of living, health and education, lower energy bills and we are going to go forward on that, not tax cuts for the very well off.",shorten
"Let's go to the heart of the matter, I'll try and answer it as quickly as the time will permit. But on property, let's not be confused. If you invest, if you negatively gear currently under the existing rules, for your investment that you've already made, it won't change. So actually no-one who is negatively gearing is affected. But going forward, we can't keep handing away billions of dollars to fortunate property investors, many of who are buying their fifth or tenth property when our schools and our hospitals are not properly funded, when we have got waiting lists for basic surgery, lifesaving surgery. So it's not retrospective the changes, and also going forward, you'll still be able to negatively gear for new housing. In terms of the rest of the propositions, I'll put it as simply as this: our tax system is making it harder for our young ones, our millennials, the younger people to be able to even buy their first home. We have got to start creating a level playing field. I want to keep alive the dream of owning your first home, not being able to property invest in your tenth home.",shorten
"Cheerio, bye-bye.",shorten
"Not at all, what this suggests is that I get what's going on in Australian families. We have made a conscious decision to start the 2019 campaign in the family lounge-room of an everyday Australian family; two kids, two marvellous handsome little boys going to the local public school, both parents are working. They're not complaining, they know this is a good country, they're paying off their mortgage. They're doing everything they can do to provide the best opportunity for their kids.",shorten
"No. And let's also be clear: anyone who currently invests in property and they make a loss and get tax subsidy paid for by everybody else, they're the current tax rules - the changes will not affect them. Our changes are prospective.",shorten
"I might just, I want to share a couple more questions and then we will finish up for this one, we will have plenty of time to chat with us on the campaign.",shorten
"I think we need to be full and frank about the mine, that's why I don't think it’s any particular coincidence that the Government went to the Governor General today on the day they were going to the CSIRO was going to be examined about its report into the Adani mine.",shorten
"Catherine has got one more exciting announcement for the North Coast today, our radiation centres.",shorten
Are there any questions on the lung cancer and radiation therapy announcements and then I'm happy to go to other issues?,shorten
I'll let Catherine answer that.,shorten
Any other questions about our fight against cancer and helping people with their out of pocket costs?,shorten
"And I acknowledge that there are travel costs, the best way we're tackling that is we're bringing in the services to the people. Right now people have to travel vast distances, I've just been in Queensland, people have to frequently go to Brisbane to get timely attention, same in regional New South Wales, Victoria, all parts of Australia. So our 13 radiation treatment centres is I think a game changer in terms of being able to provide services. Yesterday we announce $500 million to help our public hospitals that will help reduce the waiting lists for cancer treatment. I don't know if you know but 83 per cent of our fellow Australians who get a positive result out of the government bowel screening tests have to wait beyond the recommended period to actually get treatment. So our public system is spectacular but we ask them to do a great deal with not enough, our staff are fantastic - they do a great job. So we're putting in $500 million, much of that will go to regional hospitals, to be able to provide it. We were in Rockhampton, sorry Gladstone, in Gladstone hospital yesterday – I was also in Rockhampton. What it means by providing assistance with some of this money is that 3000 people live in Gladstone won't have to travel to Rocky or Brisbane to get treatment. So I think one of the best ways we help defray travel costs is to invest in the regions. You know our Medicare cancer plan is actually a regional Australia health plan. Too often the results in regional Australia in terms of fighting cancer are unacceptable. And there's one reason. Because the services aren't close enough to home. Or they're too expensive or the waiting lists are too long. If there are no other questions I'm happy to go to other matters.",shorten
"This government - too little too late. We've got a government in denial about the impact of climate change, we've got a government that is basically letting Australia's largest river system die because they have not allowed enough flow of water from the north to south. This is what happens when you get a crony government who just focuses on one part of the river system and not the rest. So, does anyone think if there was no election the government would have even done this? Labor commissioned the Australian Academy of Science, a peak body of scientists in Australia and they made it very clear that climate change and river flow are the reasons why we are getting unprecedented fish kills. Don't believe the people who say this is always what happens. It is not. This is part of the greater problem of climate change in this country. This government is simply a broken government because they can’t agree on taking action on climate change. We are handing on a more damaged planet to the next generation because this government can't make a decision on climate. I don't know how many of you here have had the chance to see an extraordinary intervention from a group of people who don't normally intrude in the political debate. No less than 23 former fire chiefs, leading experts. the firefighters the front line. the people who we count upon to keep us safe and to protect our property and farms. Twenty-three former fire chiefs today have issued an extraordinary intervention, they have said that the Morrison Government, the LNP Government are not doing enough on climate change. So this government, you know they ignore the scientists they ignore the parents they ignore the environmentalists they ignore the evidence. But how can the Morison Government keep ignoring firefighters? How can we be in a situation where we ask our firefighters to go on the front line to deal with the catastrophic effects of climate change yet not do the policies which will actually make their job easier, which can prevent future expansion of natural disasters? I am pleased to say that my emergency services Attorney General Mark Dreyfus is meeting with the firefighters, with the experts today in Melbourne. I will certainly be meeting with them in the near future. This government, this election, one of the issues that's going to be a referendum on is that we want real action on climate change. This government so far gives you no cause for any optimism that a vote for Liberals will be anything other than a vote for the same inaction, chaos and division on climate.",shorten
I didn’t catch that last bit?,shorten
"First of all, we have said that we should not have foreign donations in our system. So the matters to which you refer have already been previously canvassed in the media. I understand the Government wanting to repeat old news to distract from their own problems but Labor took, we imposed a voluntary ban on ourselves not to take foreign donations long before the law caught up with it. We asked the Government, The Liberals and Nationals to do the same thing but they didn’t. They love that money. They did not want to stop it flowing. Now foreign donations have been banned two years later and I am pleased. In terms of the issue arising out of what happened yesterday and the reportage on Monday night, what we see as a business model of the Liberal Party where powerful Liberal lobbyists pocket tens of thousands of dollars for organising meetings with their mates in the government. This is a very bad look. But that almost, believe it or not, that is not the key issue, as bad as that is. What the real problem is that you have the former Prime Minister, Malcolm Turnbull, he has been the chair of the National Security Committee. He is the leading spokesperson for three years on the national security of the nation. He has blown the whistle on these revelations. Not the ones which were already out there in the public domain, he has blown the whistle on revelations about this and he has said that Mr Morrison needs to explain this conduct and he has said that you can’t wipe it under the carpet, you can't brush it off as gossip. What we have is the former Liberal Prime Minister accusing the current Government of not dealing with an issue and doesn’t that just highlight again the complete division and dysfunction in the Government? Australians are sick of the infighting of the Liberals, especially when it comes to national security.",shorten
"We have had plenty of meetings with all sorts of people we always talk about foreign policy; you can talk about domestic policy. But one thing is for sure. Any donation that was given to Labor and I thought, to the Liberals, is always disclosed. You might not be aware but Labor has a self-imposed standard that if anyone wants to make a donation above $1000 it has to be disclosed. What we have seen here on Monday is a revelation that senior Liberal powerbrokers are pocketing money for themselves, not even their Party, they're pocketing money for themselves, providing cash for access. But I think, what has compounded the problems for the current Government is that the former Prime Minister, the man who the Liberal Party said we should all vote for in 2016, a man who they said we should vote for at the last election has now blown the whistle on the conduct of the current Prime Minister and his Senior Ministers. How much division under the current Government is this nation have to put up with before this current Government realises they can't just cover up these matters and what they have to do is focus on the national interest of the people rather than their own infighting?",shorten
"We have made very clear about donations. The issue here is that it's not me saying that Mr Morrison is wiping this under the carpet, it's Malcolm Turnbull.  What is going on with these Liberals? They are shaking hands and best mates last year. No-one can forget the footage of Barnaby Joyce and Malcolm Turnbull after the New England by-election. Mr Morrison putting his arm around Malcolm Turnbull in August of last year saying that Mr Morrison was ambitious for Mr Turnbull. But because all of a sudden they are so bitter with hate, anything Malcolm Turnbull says is apparently wrong according to Mr Morrison. This is not the way to run the national security of the nation. This is not the way to run the Government of the nation. A party that can't govern itself can't govern the nation. And it is not me saying this, Malcolm Turnbull is criticising this current crew but the people of Australia are fed up with a lot of them.",shorten
Because I'm here.,shorten
"I am not in Melbourne and the point about it is that is, two or three things. One is I am very, very, very proud of the fact that Labor is enunciating a plan to help Australians in the fight of their lives. We over complicate politics sometimes, it is all about the ‘gotcha’ and the division and the personalities. When you strip away the rubbish and the noise and all the coverage of politics, what really matters is your family and your health. I feel privileged to have spoken to Carolyn and Marliyn today. Both these women are very strong. They have had the shock of their lives cancer is not a journey, it is an ordeal, hell, it’s terrifying. I could not be more excited, frankly, about what we are outlining because I realise that what we are doing is going to make a real difference. Forget the noise. Even in this press conference here, even if you did a survey on the street here, one in every two Australians will get a diagnosis of cancer in their life and ask anyone in the street here do they know a family touched by cancer, yes, they do. And we know that the system, as good as it is, is not good enough. The reality is that if you go through the public system, there are waiting times. Great staff, great work but there are waiting times and there are out-of-pocket costs. And a lot of people have to move between the public and the private systems. I think it is a shock to a lot of people before they get that diagnosis of cancer. That not only does cancer make you sick but it can make you poor. The strategy for fighting cancer is to not out wait it on a waiting list to get a life-saving treatment or scan. That is why I am here today.",shorten
"I have noticed that this government, they are so addicted to scare campaigns they ever want to scare you about their own policies because there are a lot of similarities between our policy and that of the Government. I will hand over to a Senator who could host her own motoring show she is that expert on electric vehicles. But the point about it in all seriousness is this, we must have one of the few governments in the world who has not read about the future of electric vehicles. The reality is that all of the big car companies around the world are moving to producing electric vehicles. What we want to do is make sure that Australia is in that debate. We're giving Australians choice for cheaper vehicles powered by electricity. It is very clear and all experts have said that electric vehicles over time over time are going to decrease the cost of owning a car. But we need to send a signal to the world to start selling us cheaper versions of electric vehicles. We want to be a nation that manufactures here, never let us forget that under the current Liberal National Government we lost the car industry. We lost tens of thousands of jobs. Other first world countries are manufacturing cars but our short sighted luddites gave up manufacturing cars in Australia but under us it is going to be different. We have a three word slogan for Australia. It is called made in Australia. So we are going to fund this advanced manufacturing future fund and if electric vehicles are part of a manufacturing future we're going to provide them cheap finance. I would like to see us make electric cars in Australia because Australians are top-class manufacturers when you have a government who supports them. Speaking of electric vehicles let me hand over to the expert.",shorten
It seems a shame not end the press conference at that stage it was such a good point. Are there any last questions?,shorten
"We can't put back together what the Liberals have destroyed. We can't bring Holden and Ford and Toyota back. We had a great car industry and it certainly didn't require the sort tax assistance which this government gives multinationals or big banks, but they blew it. They wrecked the car industry and I for one am not going to forgive them for that. But you can't put it back together again. But I don’t want Australia to be a country who misses out on the future. How did we get to a set of circumstances where you ‘ve got a Prime Minister in a government campaigning against electric vehicles? Let's just deal with the scare nonsense, no one is going to take your car off you okay, but why should we deny Australians in the next dozen years the opportunity for cheaper, more fuel efficient cars, world’s best technology. When did this become a country who decided to pull up the drawbridge and say the rest of the world is too hard, we are afraid of the future and we are just going to live in a black and white world, no colour TV, an AM world not FM world, no Wi-Fi, no smartphones. Australians are early adaptors, they love new technology, we will work with industry, we will work with the people. We should be a country in my opinion who makes things, we can make electric vehicles, we are certainly not going to say no, but we have no specific plans of the nature which the Government is trying to cook up at the minute.",shorten
"We have to walk before we run, first of all we have to get rid of a government who thinks that electric vehicles are the devil. One final thing just to finish up - I just say to Mr Morrison, for goodness sake mate call the election. I am relaxed when you call it, we're ready , we've got the policies, I've got a united team, we've got a vision for the future. It’s no skin off my nose if you drag it on and on, the people of Australia deserve better from their Government, stop wasting the advertising, let's just call the election. You can call it tonight, you could drive to Yarralumla, you do it tomorrow, maybe you do it Sunday, maybe that makes you feel very on top of everything, but the reality is there will be an election, let's get on with it. The Australian people actually want to make a choice , six years of instability, six years three Prime Ministers, 13 energy policies, enough is enough, times up, let’s have an election.",shorten
"Well we'll do it in conjunction with the Airport and the Council, I  mean we've got to do a business case to make sure the numbers stack up, but I am very optimistic about airports in regional Queensland in many ways just like railways were to 19th century Queensland, expansion of airports is to 21st century Queensland. We shouldn't let the tyranny of distance stop Rockhampton from the growth it deserves. The reality is that you shouldn't, if you want to go north, have to fly south. I think we can break that tyranny of that by making sure we have Rockhampton as a more developed airport. Because once you've got a more developed airport, once the case is made and the facilities and amenities are here, we'll see more flights - and it won't just be international - what we'll see is more competition on the domestic airline routes, and anyone who flies in North Queensland knows that the big airlines often take the passengers as a captive market and charge them horrendous amounts of money to fly distances where in other parts of Australia you can fly to Bali for cheaper. We've got to back Australia, and that's why I want to see Rockhampton airport fulfil its position as a real economic engine of Rockhampton and Central Queensland.",shorten
"Yeah but we've got to develop it. Everyone knows that it's been one of the missing links, doesn't it. And again, whilst you speak about Kirsten Livermore, the local member who has been here for the last few elections has been Michelle Landry. So at some point, when does the current member become accountable for the lack of action? I agree with the observation you make - that Rockhampton airport should have been developed a lot more than it has. I agree with you. But when do the current LNP members stop blaming Labor MP's - who haven't been members of parliament here for a long time - they've been getting good money for the last six years, they've been getting excellent money for the last number of years, when is it they actually do something for the wages they get paid?",shorten
"When it comes to North - Far North Queensland, and Cairns - we see that tourism is a big part of that future. So we've said that we want to do a number of things to develop Cairns and its role in tropical Queensland. One of which, we want to put $60 million into the Cairns hospital to make sure that it gets the support it deserves. The second thing we're doing is that we're also extending - we're going to take a billion dollars out of the Northern Australian Infrastructure Fund, and put it into a separate tourism fund. Tourism is a big part of Cairn's future, international students are a big part of Cairns' future. We also want to back in more infrastructure, so we've said that we want to build the road extending through Cairns going out to the Airport, because we think the congestion, especially in the Northern suburbs of Cairns is something to behold. If you look at how the Northern suburbs of Cairns have expanded in the last few years, it's like suburban Australia. And the traffic jams there are quite remarkable, and what we need to do is invest in the roads and infrastructure of the northern suburbs of Cairns, because it's one of the most liveable places in the world, not just Australia, but what we also need to do is make sure the road infrastructure is keeping up with what we do in Cairns.",shorten
"Thanks Catherine, well said. Are there any questions for myself?",shorten
"Just before we get on to the other issues, are there any questions on our commitment on $500 million to reduce waiting times for cancer treatments or indeed our announcement on a new radiation treatment centre in Gladstone? If there aren't that's okay but I'd just like to deal with that first.",shorten
"Thanks, everybody. Sorry, did you ask your question about -",shorten
"Well Adani has become a political football and it has become a political football within the Government. I don't think that's an exaggeration. I don't know what some of the LNP Senators like McGrath and the others were thinking, writing a letter which gets leaked to put more pressure on the Minister - where the Minister's got to make a decision on approvals, then all of a sudden a couple of the LNP heavies say 'unless you make the decision one way rather than the other way, we will publicly humiliate you and try and get you out of your job'. How can someone make a decision free of pressure when they're being bullied? I mean another explanation could be that she's satisfied by the science but the LNP heavy handedness, you know, Bjelke-Petersen-style thuggishness trying to pressure people now creates a cloud over a process which didn't need to be there but for the Government's division in their own ranks. ",shorten
"First of all, we've got to see what the Queensland Government does. And secondly, we will just adhere to the law. We're not interested in sovereign risk. Plenty of people have got plenty of opinions on the project. We'll just be guided by the law and by the science.",shorten
"Michelle Landry, goodness me. We all know she's feeling a bit of the pressure but I want to commentate on her, I want to go to the heart of the matter. Labor's proposing setting up an authority which will actually plan for the workforce of the future in the mining industry.",shorten
"We spoke to CFMEU Mining and Energy Division. This is not secret. It's not a secret strategy. Go and talk to workers. I’ve been talking to workers my whole life. I've been there when they've lost their jobs. This argument that the government says we should never plan for workers to lose their jobs and some have to plan for workers to lose their jobs you want them to lose their jobs, nothing could be further from the truth.",shorten
"Well let's face it. What we need to do is have an alternative plan, as well as those existing jobs. But in the Latrobe Valley I understand no one wanted to see those power stations closed, but I've been there. Sometimes companies close businesses. It can happen in a regional media office, can't it, a TV room, it can happen in privatisation by the LNP, and it can happen with mining companies.",shorten
"Listen I see where the government's going on this, they want to scare you about new vehicle emission standards. Did you know that just about the rest of the world the OECD nations already has vehicle emission standards?  We would be looking at something comparable to US standards which is below Europe. We don't make cars here in Australia more so the cars that we import will all be built in many cases so these new standards. But we will work with the industry, we'll work with the manufacturers on how we introduce that standard.",shorten
We'll consult with industry about that.,shorten
"Well I don't know if the gentleman you spoke about said that before or after former Prime Minister Turnbull has intervened in this matter. And I think Malcolm Turnbull has said it best here. I just want to quote I agree with his following comments he's just made in the last hour: Scott Morrison is the prime minister and you can't wave this off and say it's part of the gossip or the Canberra bubble. This is the national security of Australia. So, I think the revelations last night go to two issues, one I do agree with Mr Turnbull. This is a national security issue and Mr Morrison has to take responsibility for these revelations. Two, it just goes to show the ongoing division in the Liberal Party. The former guy criticising the current guy, the challenger, Mr Dutton, you know, he's in the target sights of Mr Turnbull. This is a Government who needs a rest on the Opposition benches to get their act together because they are so chaotic.",shorten
"Maybe Matt Canavan should have worried about what happened to car industry workers – he didn't cry any tears over those 40,000 jobs. I don’t know what he's done about making sure that QNI workers find jobs, I don’t know what he's done about the LaTrobe Valley workers who lost their jobs. What a Just Transition Authority is, it's an idea that's come from unions and some progressive companies who said, ‘Why don't we, if we know change is coming, put in place an authority to help plan the future workforce?’",shorten
"Listen, I find the less time I talk about that fellow, the better for all concerned. I'm not going to give him any more oxygen. I just want to make one more point if there are no more questions. Mr Morrison should call the election. Just call it. This sort of politically tricky game, where somehow he thinks he is clever by not calling the election. I don't know, that is just an excuse to spend between $600,000 and $1 million a day on taxpayer's money - your money - on advertising to pump up their tyres. Just call the election. I also wish to inform you that I have written to Mr Morrison this morning. Whenever he calls the election in the next four days - if it’s Thursday of Wednesday or Sunday - the election period will fall across some fundamentally very important days. Anzac Day is a sacred day in Australia, Good Friday is a very important day of religion observation of people of many Christian faiths, so I am proposing that on the Good Friday and Anzac Day we have a truce - we don’t subject the people of Australia to our political ads, and overt campaigning. Of course MPs will want to attend events, sporting and symbolic events and Anzac and the Dawn service, of course people will want to observe religious matters and other matters on Good Friday. But why don’t we at least agree, I am going to say this to Scott Morrison via yourselves, as I have said to him in writing, why don’t we at least agree not to have paid campaigning, the big political machinery on Good Friday and Anzac Day. Why don’t we give people two days off from the election, I think that will do the nation the world of good.",shorten
"Yeah, I think a lot of people have. But I don’t think anyone has ever had to pay $20,000 to have a meeting. And let’s go further I notice that LNP Senator McDonald, he's I think in a very racist undertone asked Senator Wong, Penny Wong - is she related to him? This fellow comes from mainland China. Penny’s family even though she has been here 43 years comes from Malaysia. I am sick and tired of right wing conservatives assuming that everyone who is Asian is related. Penny Wong shouldn’t have to fight this fight on her own. Can we just ask LNP and anyone else who wants to say something stupid about people from Asia; grow up, get over it, don’t share your silly thoughts of it and ideally don’t even think it to begin with. Shame on you.",shorten
"Mate all of our disclosures are put out there and let’s be also very clear. When Senator Dastyari made a mistake of judgement, I met with him and he resigned. Let’s see how we go with the Government living up to that standard.",shorten
"Good morning, everybody. I'd just add to Tanya's comments, the education cuts of the last six years are an election issue in the next six weeks. We understand that tonight's budget is much more a political leaflet than it is an economic plan for the future. But one thing which the Government could do is reverse their $14 billion cuts to public education. Because after all, what could be more important than giving our kids the best possible education?",shorten
"Thank you for reminding everyone that last year, the Government said they could only find $500 for a working person on perhaps $90,000 a year. But because of our economic reforms, we said we would increase the refund available to working Australians to $928. The Government's now realised that they have a problem, that Labor has bigger, better, fairer tax cuts for nearly 10 million working people.",shorten
"First of all, don't we all owe it to lift the level of journalism in this country and not simply repeat unsubstantiated Government attacks?  What we've done - and I'll give you three or four proof points to help reassure you because I actually think Australian people want action on climate change. I think there are over a Prime Minister bringing in a piece of coal like a pet rock and brandishing it as some sort of lucky charm in Parliament.",shorten
"Well, we'll have to see what the proposals are. We don't give them a blank cheque. If it's as it has been outlined, you know, we'll have to see. I mean, the Government don't always drop everything, do they? I imagine there should be something new in the Budget, so we'll have to wait and see. But in terms of working with the Government, we've always been pragmatic about good ideas but it does highlight this sudden rush.",shorten
"Well first of all, let's see the final numbers and I want to thank the coal and the iron ore industry. Because it's that quantity of coal and iron ore going to North Asia which has done the heavy lifting. But of course, you've got to be careful of relying on commodities to sustain. I mean, there's a couple of reasons why we will have a good economic surplus if that is the case. One is the level of income taxes that people are paying has gone up. So if we have a surplus, I'm not going to thank the Government, I thank the Australian people and we thank our export resources industry. But let's see and you know we'll be constructive.",shorten
"Thanks. That was Alicia Payne, one of Labor's great new candidates running here in the ACT for the federal election.",shorten
"Thanks Mark. As I said, Mark and my team are happy to take questions - I might start over here and I'll just come around.",shorten
"Listen, we're not touching the fuel excise but we do need to talk about an electric vehicle future don't we. For me, when I look at electric vehicles maybe 10 years ago I would have thought, oh that seems all a bit fantastic but I'm certainly a convert to that being a part of our automotive and climate future. It's estimated by the experts that by 2030 there will be three million electric vehicles on Australian roads.",shorten
"Well, I'm going to get Anthony to supplement him but before we start some government campaign about you know for every new idea is a bad idea. I think instead what we need to do is, do we want to be a country stuck in the past or a country joining the rest of the world in the future. I know Australians agree with me. They actually want us to move forward in considered ways but Anthony.",shorten
"Well, we think that this is an overdue first step. I am not going to start saying I am going to ban vehicles. What we are going to though is introduce proper emission standards in consultation with industry. Did you know we're the only country in the OECD that doesn't have a proper emission standards and all we're proposing is to look at the adopting the American standards which aren't even as onerous as the EU.",shorten
"Four parts, I'll try and remember your four part question. I might get Mark to supplement.",shorten
"Yes, David. I can't guarantee what companies make their you know, other decisions unrelated to this. But I've spent longer than I think most people in Canberra, working with the steel industry. I've seen the job losses which have happened when you've got poor investment decisions and you got a lack of government support. But I also know that what the steel industry wants - and there's two large steel makers in Australia - what they want is policy certainty. I know the companies that you are asking about rhetorically. They are sick and tired of the Coalition chaos. They are sick and tired of having three Liberal Prime Ministers, 13 different energy policies. They know that they've got to compete globally. The extension of the safeguards mechanism isn't a big issue for them because they're already covered by Malcolm Turnbull's, I should add. And what we've done, unlike the current Government, is we're providing a $300 million fund to help work with them.",shorten
"Okay, I'll let Mark answer that.",shorten
"Listen, if you want to buy a Land Cruiser, you still should. That's up to you. But I'll get Anthony to answer the rest of the issue and then I'll come back on tax cuts.",shorten
"Sorry, you're next - Katharine and then you.",shorten
"Alright, Mark is very keen to answer your question, Katharine so I will defer.",shorten
"Hang on, I did promise you next.",shorten
"Alright, we're very bullish about carbon farming initiatives, we do thing Ag has a role to play but we're going to do it with them, we're not going to do it against them but I'll get Mark to speak further.",shorten
"Hang on, we've been going a fair while here, I've kept a count of the questions, there has been 20, admittedly four of them from Mark and five from Speersy. I want to hear from a couple of people who haven't spoken. I know, this is the way we want to do it.",shorten
"Well first of all, until you get a government who is committed to introducing electric vehicles into Australia, some of the cheaper models which are manufactured overseas won't be available here. We're going to change that, it's called the laws of supply and demand. And what we're going to do is create a market, a market for vehicles which are more fuel efficient, which are more friendly to the environment and it'll take time, it'll take time. But remember back in 2007, only about 7,000 households had solar rooftop. No doubt, that if you'd been there someone might have asked the question well you know will that be too expensive or can it be done. 2 million households are there now. The question I've got is and someone asked earlier about is it fair, is it fair that because the Coalition is so dysfunctional on climate change we hand on a dud deal to our kids? How far is it, that we push off all the tough issues, push off all the reforms to other generations to clean up our mess? Labor doesn't take that. This climate change policy is a point of real difference. Labor is not retreating from the inevitable onslaught of the knuckle draggers of the right wing of the Coalition. I'm not like Malcolm Turnbull, they can't give me orders. My orders I take are from the Australian people. You know, if the Government were worried about climate change, Malcolm Turnbull would still be Prime Minister. We are pleased that climate is an election issue. We are pleased that we are actually backing in some of our international commitments. We are pleased with a policy which will protect existing industries but support the creation of new industries. We are pleased that we can reduce the cost of living through energy bills by investing in renewables. We are pleased with the take up in the future of electric vehicles. Tomorrow won't see a vast change in the type of cars on the roads. But if we assemble here in a decade's time if we are successful at the next election, our car fleet will look different and it will be more accessible and there will be more jobs. So, very good to see you all, we'll see you again tomorrow and the next day and the next day. But climate change for Labor is a matter of first order importance, we put forward our policies, we look forward to debating the Government because the voters of Australia want real action on climate change from their major political parties and we're offering that today.",shorten
"Thanks Andrew, I want to thank our hosts here to show us what Australia can do when we set our minds to becoming a recycling power. For me, today's announcement is all about answering the question what sort of country do we want to leave to our kids and our grandkids?",shorten
"Thanks very much, I should have just thanked our hosts Repurpose It, this is a remarkable business success story. A few fairly bold individuals decided to back their savings on a new way of doing business, recycling contaminated soils and building waste and what we see now here is 40 direct jobs, 30 contractors, 150 indirect jobs from one business and I think that if we understand that recycling and our war on single use plastics - it's good for the environment, it's good for the world, it's good for our kids and our grandkids and it's good for jobs. That's how Labor sees it,  leadership looking after people, looking after our environment and doing what as parents we are all fundamentally DNA hardwired to do, which is hand on a better deal to the ones who come after us than what we received. Any questions on this?",shorten
"I will get Tony to supplement this, the reality is that other countries, we can't rely on other countries to take our waste in the future like we have in the past, so we have to do more. But we are part of the globe, everything is interrelated. What we're very committed to doing though is working with Pacific nations to help clean up the oceans but I'll get Tony to supplement a bit further.",shorten
"One thing which we haven't directly addressed is that we intend to set targets for the Commonwealth in our use of recyclable products. We believe that we can use the power of government to help set the best example and even on a project like this, the reality is that it's the Commonwealth that helps roll out road projects, we should be requiring that they use more recycled materials in the construction of new roads.",shorten
"Well we've got some COAG targets, we want to see that 70 percent of Australia's plastic packaging will be recycled or composted by 2025. We want to see that 30 percent of our recycled content will be included across all packaging by 2025. I'm not going to give a deadline when we can do exactly what you say but unless you set ambitious stretch targets you're never going to get there.",shorten
"I'll get Tony to supplement but you know as a general principle we are open to what the EU is trying to do but we're also conscious of unintended consequences. Quadriplegics might need plastic straws to consume liquids, so we're just conscious that we've got the goal of wanting to remove single use plastic but we've also got to be careful that there are particular groups, or particular examples that we haven't thought of and that there's an unintended consequence but Tony is right across this, I'll get him to supplement.",shorten
"Very soon, very soon indeed but let me just remind voters of what we've already said. What we have already said is that our goal is that 50 percent of our energy mix by 2030 should come from renewables. What we've already said is that we're committed to the Paris targets, the international convention to reduce our carbon pollution emissions by 45 percent of 2005. We're committed to by 2050 we'll have zero net emissions. We've also said in what I think is exciting for consumers and households that we want to see the roll out of more batteries in people's households.",shorten
